time,temperature
2024-01-01T03:02:45,3
2024-01-01T02:43:44,8
2024-01-01T00:14:18,49
2024-01-01T00:44:20,38
2024-01-01T01:05:24,27
2024-01-01T01:21:35,78
2024-01-01T01:24:56,23
2024-01-01T03:25:25,18
2024-01-01T03:36:29,89
2024-01-01T00:46:56,59
2024-01-01T01:25:18,19
2024-01-01T03:30:50,18
2024-01-01T01:32:53,16
2024-01-01T01:04:34,4
2024-01-01T01:34:19,65
2024-01-01T02:21:20,25
2024-01-01T02:03:50,97
2024-01-01T02:10:26,76
2024-01-01T03:00:27,39
2024-01-01T00:31:10,3
2024-01-01T00:12:59,47
2024-01-01T01:40:59,18
2024-01-01T03:40:17,61
2024-01-01T00:51:06,56
2024-01-01T00:50:16,18
2024-01-01T02:01:50,45
2024-01-01T00:50:32,13
2024-01-01T02:00:16,19
2024-01-01T01:29:17,40
2024-01-01T01:37:06,73
2024-01-01T01:31:57,8
2024-01-01T02:52:17,66
2024-01-01T03:35:32,34
2024-01-01T02:02:56,71
2024-01-01T02:23:28,29
2024-01-01T02:56:10,96
2024-01-01T00:14:48,11
2024-01-01T03:29:02,75
2024-01-01T00:38:23,79
2024-01-01T02:33:06,31
2024-01-01T01:20:07,66
2024-01-01T03:59:58,31
2024-01-01T01:31:11,71
2024-01-01T03:30:53,87
2024-01-01T01:13:23,17
2024-01-01T01:17:45,55
2024-01-01T01:53:48,90
2024-01-01T03:21:16,35
2024-01-01T01:15:31,66
2024-01-01T00:55:43,89
2024-01-01T00:43:55,12
2024-01-01T02:53:36,68
2024-01-01T02:07:06,85
2024-01-01T01:30:51,77
2024-01-01T03:11:10,74
2024-01-01T01:41:58,55
2024-01-01T02:33:44,99
2024-01-01T03:55:20,11
2024-01-01T01:37:15,75
2024-01-01T00:19:34,95
2024-01-01T01:10:02,79
2024-01-01T00:12:48,68
2024-01-01T02:40:29,93
2024-01-01T03:34:25,78
2024-01-01T01:28:47,47
2024-01-01T01:50:41,24
2024-01-01T02:49:33,69
2024-01-01T02:54:34,61
2024-01-01T03:04:45,84
2024-01-01T02:18:47,45
2024-01-01T01:43:17,46
2024-01-01T01:22:12,88
2024-01-01T02:46:20,91
2024-01-01T03:00:37,94
2024-01-01T00:48:35,12
2024-01-01T03:42:33,96
2024-01-01T03:02:17,2
2024-01-01T00:41:54,33
2024-01-01T01:11:54,100
2024-01-01T01:06:19,88
2024-01-01T01:14:43,24
2024-01-01T00:24:59,78
2024-01-01T02:51:25,3
2024-01-01T03:00:40,36
2024-01-01T01:17:43,16
2024-01-01T02:41:55,44
2024-01-01T03:17:22,47
2024-01-01T03:02:52,4
2024-01-01T02:28:12,8
2024-01-01T03:08:17,41
2024-01-01T00:14:30,58
2024-01-01T01:41:48,94
2024-01-01T01:23:07,91
2024-01-01T03:01:46,79
2024-01-01T00:02:55,43
2024-01-01T02:00:52,75
2024-01-01T04:09:39,25
2024-01-01T03:33:53,55
2024-01-01T01:22:07,71
2024-01-01T01:25:21,87
2024-01-01T01:06:35,77
2024-01-01T03:16:52,34
2024-01-01T03:26:56,8
2024-01-01T03:57:57,84
2024-01-01T02:07:31,92
2024-01-01T03:20:48,62
2024-01-01T02:20:23,75
2024-01-01T03:32:35,56
2024-01-01T00:23:48,92
2024-01-01T00:23:51,24
2024-01-01T00:46:53,67
2024-01-01T02:34:38,62
2024-01-01T02:42:22,47
2024-01-01T00:36:27,6
2024-01-01T03:09:06,71
2024-01-01T01:03:54,53
2024-01-01T03:08:10,10
2024-01-01T02:14:58,83
2024-01-01T02:39:30,32
2024-01-01T00:36:54,27
2024-01-01T01:55:01,100
2024-01-01T04:08:36,51
2024-01-01T01:06:28,21
2024-01-01T03:28:52,8
2024-01-01T03:32:26,48
2024-01-01T01:46:55,86
2024-01-01T00:49:47,55
2024-01-01T03:05:12,39
2024-01-01T03:34:45,9
2024-01-01T00:23:49,60
2024-01-01T01:22:57,7
2024-01-01T01:26:47,36
2024-01-01T04:08:38,45
2024-01-01T03:47:42,23
2024-01-01T01:59:00,47
2024-01-01T01:34:30,33
2024-01-01T01:23:32,6
2024-01-01T02:13:23,34
2024-01-01T00:52:54,96
2024-01-01T01:03:08,9
2024-01-01T01:37:09,23
2024-01-01T02:16:31,34
2024-01-01T02:57:43,13
2024-01-01T04:09:45,49
2024-01-01T02:36:32,75
2024-01-01T03:20:01,66
2024-01-01T00:36:39,42
2024-01-01T01:53:51,77
2024-01-01T01:24:44,8
2024-01-01T00:01:46,38
2024-01-01T03:14:10,98
2024-01-01T03:40:56,71
2024-01-01T03:15:44,46
2024-01-01T01:23:57,64
2024-01-01T01:25:15,12
2024-01-01T02:55:51,3
2024-01-01T03:40:33,82
2024-01-01T03:47:29,28
2024-01-01T02:55:46,53
2024-01-01T03:10:45,4
2024-01-01T04:00:42,10
2024-01-01T00:42:03,22
2024-01-01T03:02:35,56
2024-01-01T03:39:56,38
2024-01-01T01:36:18,91
2024-01-01T01:44:47,93
2024-01-01T00:07:31,65
2024-01-01T02:22:59,72
2024-01-01T03:34:09,21
2024-01-01T02:21:08,22
2024-01-01T02:21:26,66
2024-01-01T00:51:44,18
2024-01-01T03:22:44,37
2024-01-01T03:44:44,13
2024-01-01T02:51:54,94
2024-01-01T02:17:17,5
2024-01-01T03:08:02,13
2024-01-01T00:38:50,17
2024-01-01T01:31:24,75
2024-01-01T01:57:36,34
2024-01-01T01:29:26,24
2024-01-01T02:24:28,37
2024-01-01T01:33:29,4
2024-01-01T00:08:56,47
2024-01-01T00:07:32,59
2024-01-01T03:01:22,78
2024-01-01T02:00:28,53
2024-01-01T00:58:03,87
2024-01-01T03:27:29,90
2024-01-01T01:14:26,30
2024-01-01T01:03:06,82
2024-01-01T01:43:48,46
2024-01-01T00:31:05,46
2024-01-01T01:37:41,56
2024-01-01T02:48:32,21
2024-01-01T03:20:35,17
2024-01-01T01:32:10,41
2024-01-01T00:34:47,90
2024-01-01T02:36:44,98
2024-01-01T00:54:31,29
2024-01-01T01:25:00,23
2024-01-01T03:14:49,56
2024-01-01T03:58:14,22
2024-01-01T02:56:53,96
2024-01-01T01:28:32,73
2024-01-01T02:50:16,54
2024-01-01T03:49:32,61
2024-01-01T01:32:15,28
2024-01-01T01:42:02,78
2024-01-01T01:08:17,99
2024-01-01T01:40:04,53
2024-01-01T01:27:12,34
2024-01-01T01:40:21,20
2024-01-01T01:56:13,35
2024-01-01T02:02:22,52
2024-01-01T03:51:38,57
2024-01-01T02:05:49,88
2024-01-01T02:40:03,28
2024-01-01T02:58:50,55
2024-01-01T03:34:48,93
2024-01-01T01:32:17,22
2024-01-01T03:14:42,67
2024-01-01T03:23:49,35
2024-01-01T00:23:38,35
2024-01-01T01:22:30,14
2024-01-01T02:03:08,22
2024-01-01T03:56:23,54
2024-01-01T02:23:44,64
2024-01-01T01:07:18,55
2024-01-01T01:56:52,29
2024-01-01T03:28:58,65
2024-01-01T01:16:45,70
2024-01-01T01:19:05,40
2024-01-01T02:32:17,32
2024-01-01T02:18:11,93
2024-01-01T02:34:23,96
2024-01-01T00:44:39,23
2024-01-01T02:59:11,84
2024-01-01T00:20:02,37
2024-01-01T01:36:08,10
2024-01-01T02:29:49,19
2024-01-01T01:53:16,86
2024-01-01T02:11:13,72
2024-01-01T04:08:59,60
2024-01-01T01:53:02,83
2024-01-01T03:53:33,3
2024-01-01T01:40:01,5
2024-01-01T01:07:52,15
2024-01-01T00:40:01,47
2024-01-01T01:37:28,96
2024-01-01T01:00:28,87
2024-01-01T01:12:51,3
2024-01-01T01:37:55,22
2024-01-01T01:52:23,63
2024-01-01T02:46:36,32
2024-01-01T01:08:07,87
2024-01-01T03:38:43,53
2024-01-01T00:17:05,92
2024-01-01T00:26:42,96
2024-01-01T01:44:40,88
2024-01-01T03:24:20,13
2024-01-01T03:28:46,47
2024-01-01T01:07:13,67
2024-01-01T01:19:55,75
2024-01-01T00:21:02,21
2024-01-01T00:05:41,21
2024-01-01T00:19:04,79
2024-01-01T01:57:41,41
2024-01-01T03:47:17,51
2024-01-01T02:38:47,9
2024-01-01T01:31:21,96
2024-01-01T01:41:26,80
2024-01-01T00:31:18,51
2024-01-01T03:35:08,80
2024-01-01T03:00:50,93
2024-01-01T03:06:23,81
2024-01-01T00:38:27,41
2024-01-01T01:43:06,70
2024-01-01T00:59:54,42
2024-01-01T02:50:49,94
2024-01-01T01:34:13,98
2024-01-01T03:35:27,46
2024-01-01T01:27:44,53
2024-01-01T01:04:18,98
2024-01-01T03:47:20,46
2024-01-01T01:30:48,81
2024-01-01T03:08:09,80
2024-01-01T00:44:26,10
2024-01-01T01:04:00,98
2024-01-01T02:37:48,72
2024-01-01T01:08:56,89
2024-01-01T03:01:10,64
2024-01-01T01:34:41,50
2024-01-01T02:00:29,6
2024-01-01T01:21:56,99
2024-01-01T03:49:31,66
2024-01-01T01:08:32,50
2024-01-01T02:31:19,62
2024-01-01T02:54:26,20
2024-01-01T02:28:20,52
2024-01-01T01:44:06,53
2024-01-01T03:35:15,22
2024-01-01T02:40:14,9
2024-01-01T00:05:28,44
2024-01-01T00:32:35,54
2024-01-01T00:50:38,33
2024-01-01T01:51:11,38
2024-01-01T02:23:23,88
2024-01-01T02:02:50,45
2024-01-01T03:52:12,89
2024-01-01T02:21:30,43
2024-01-01T00:09:58,58
2024-01-01T02:35:45,9
2024-01-01T03:18:18,20
2024-01-01T03:48:43,46
2024-01-01T03:56:55,48
2024-01-01T02:57:53,97
2024-01-01T01:47:26,100
2024-01-01T02:31:07,60
2024-01-01T02:59:18,68
2024-01-01T03:09:59,53
2024-01-01T01:02:30,13
2024-01-01T03:33:40,96
2024-01-01T03:40:19,3
2024-01-01T01:12:50,24
2024-01-01T02:12:31,75
2024-01-01T03:48:38,96
2024-01-01T04:01:51,58
2024-01-01T03:43:59,36
2024-01-01T01:15:15,5
2024-01-01T00:38:28,49
2024-01-01T03:03:17,91
2024-01-01T03:45:55,82
2024-01-01T01:09:16,47
2024-01-01T01:22:38,96
2024-01-01T03:49:45,47
2024-01-01T03:54:58,8
2024-01-01T00:12:46,20
2024-01-01T00:15:25,90
2024-01-01T02:31:21,1
2024-01-01T00:51:23,93
2024-01-01T02:24:49,66
2024-01-01T04:00:28,61
2024-01-01T00:11:31,40
2024-01-01T02:43:40,52
2024-01-01T02:01:19,29
2024-01-01T00:33:49,69
2024-01-01T02:43:56,28
2024-01-01T02:19:05,85
2024-01-01T03:14:26,91
2024-01-01T03:30:39,89
2024-01-01T04:08:35,36
2024-01-01T03:12:36,2
2024-01-01T00:09:09,3
2024-01-01T02:32:30,4
2024-01-01T04:01:50,44
2024-01-01T00:56:33,47
2024-01-01T03:21:30,56
2024-01-01T02:29:15,7
2024-01-01T03:11:29,92
2024-01-01T00:25:58,44
2024-01-01T03:51:52,24
2024-01-01T01:30:25,7
2024-01-01T03:21:56,49
2024-01-01T03:46:28,15
2024-01-01T00:05:32,98
2024-01-01T01:07:50,43
2024-01-01T02:33:56,40
2024-01-01T03:41:46,95
2024-01-01T02:53:54,87
2024-01-01T03:24:57,58
2024-01-01T00:24:17,57
2024-01-01T00:08:05,47
2024-01-01T02:16:59,57
2024-01-01T00:50:52,18
2024-01-01T00:05:09,39
2024-01-01T02:35:11,41
2024-01-01T02:24:01,73
2024-01-01T01:26:50,35
2024-01-01T02:55:40,2
2024-01-01T02:34:06,61
2024-01-01T02:46:16,94
2024-01-01T01:26:51,11
2024-01-01T00:35:40,7
2024-01-01T01:14:50,56
2024-01-01T03:27:34,67
2024-01-01T02:39:09,17
2024-01-01T00:44:50,82
2024-01-01T01:54:03,21
2024-01-01T03:46:15,20
2024-01-01T01:28:01,75
2024-01-01T01:44:56,34
2024-01-01T02:08:13,69
2024-01-01T00:35:07,13
2024-01-01T00:01:35,57
2024-01-01T02:24:47,91
2024-01-01T03:05:35,69
2024-01-01T01:08:27,61
2024-01-01T00:02:18,42
2024-01-01T03:38:27,94
2024-01-01T01:06:16,67
2024-01-01T02:14:06,98
2024-01-01T02:34:07,46
2024-01-01T04:06:20,19
2024-01-01T02:18:08,70
2024-01-01T03:30:48,14
2024-01-01T00:57:00,100
2024-01-01T01:56:53,22
2024-01-01T02:10:39,41
2024-01-01T01:34:29,27
2024-01-01T03:36:08,54
2024-01-01T03:45:56,22
2024-01-01T03:22:06,56
2024-01-01T03:32:39,24
2024-01-01T03:56:28,75
2024-01-01T01:49:16,25
2024-01-01T02:25:43,95
2024-01-01T02:06:40,49
2024-01-01T02:18:03,69
2024-01-01T02:44:27,77
2024-01-01T02:52:24,72
2024-01-01T04:09:33,17
2024-01-01T01:58:39,44
2024-01-01T03:20:14,43
2024-01-01T00:13:02,99
2024-01-01T01:22:31,27
2024-01-01T01:52:52,19
2024-01-01T03:49:14,87
2024-01-01T03:34:16,20
2024-01-01T00:35:28,58
2024-01-01T02:46:59,62
2024-01-01T03:37:46,15
2024-01-01T04:04:14,33
2024-01-01T03:32:22,63
2024-01-01T03:17:49,56
2024-01-01T00:55:34,10
2024-01-01T02:06:03,39
2024-01-01T02:06:47,80
2024-01-01T02:29:08,21
2024-01-01T02:46:28,28
2024-01-01T02:19:09,11
2024-01-01T01:54:22,31
2024-01-01T01:49:41,52
2024-01-01T00:19:28,58
2024-01-01T03:08:12,23
2024-01-01T00:45:38,61
2024-01-01T02:20:56,35
2024-01-01T03:38:23,11
2024-01-01T01:32:44,66
2024-01-01T00:04:27,20
2024-01-01T03:59:27,16
2024-01-01T00:59:04,96
2024-01-01T00:19:20,3
2024-01-01T03:20:38,48
2024-01-01T00:09:08,85
2024-01-01T02:42:31,45
2024-01-01T02:26:47,17
2024-01-01T02:48:42,77
2024-01-01T02:58:51,46
2024-01-01T00:27:23,66
2024-01-01T03:12:20,58
2024-01-01T01:22:19,85
2024-01-01T00:06:35,8
2024-01-01T00:07:21,65
2024-01-01T01:34:16,23
2024-01-01T02:01:58,53
2024-01-01T00:28:24,69
2024-01-01T00:48:54,41
2024-01-01T00:46:17,90
2024-01-01T02:12:21,4
2024-01-01T01:27:19,25
2024-01-01T03:43:30,55
2024-01-01T03:45:06,23
2024-01-01T00:12:33,67
2024-01-01T02:13:17,90
2024-01-01T00:02:00,90
2024-01-01T03:47:23,94
2024-01-01T02:44:26,94
2024-01-01T00:41:05,25
2024-01-01T00:05:57,8
2024-01-01T01:10:30,26
2024-01-01T02:00:03,90
2024-01-01T00:49:40,24
2024-01-01T04:08:31,90
2024-01-01T03:41:05,99
2024-01-01T01:33:42,92
2024-01-01T03:04:28,52
2024-01-01T03:45:44,61
2024-01-01T01:16:43,55
2024-01-01T02:56:25,88
2024-01-01T02:06:06,93
2024-01-01T01:03:56,37
2024-01-01T02:43:31,15
2024-01-01T01:30:29,44
2024-01-01T00:36:46,19
2024-01-01T03:05:53,9
2024-01-01T03:48:05,64
2024-01-01T03:39:30,48
2024-01-01T02:42:41,46
2024-01-01T02:13:15,82
2024-01-01T00:02:24,20
2024-01-01T00:50:48,34
2024-01-01T01:46:01,95
2024-01-01T01:52:12,22
2024-01-01T02:42:48,52
2024-01-01T02:43:23,38
2024-01-01T03:23:00,1
2024-01-01T04:00:41,70
2024-01-01T01:16:14,49
2024-01-01T02:23:31,39
2024-01-01T00:18:21,16
2024-01-01T02:05:11,52
2024-01-01T00:08:49,7
2024-01-01T03:50:03,14
2024-01-01T01:56:18,34
2024-01-01T03:17:13,53
2024-01-01T03:08:47,52
2024-01-01T03:02:03,62
2024-01-01T01:05:00,67
2024-01-01T04:08:37,5
2024-01-01T00:22:40,97
2024-01-01T02:59:04,100
2024-01-01T02:45:43,28
2024-01-01T01:21:13,87
2024-01-01T00:02:10,37
2024-01-01T00:28:38,68
2024-01-01T02:17:31,40
2024-01-01T02:28:34,87
2024-01-01T03:26:16,71
2024-01-01T03:30:00,49
2024-01-01T02:17:41,79
2024-01-01T02:21:03,76
2024-01-01T00:14:23,66
2024-01-01T03:08:25,54
2024-01-01T03:45:04,41
2024-01-01T04:03:13,56
2024-01-01T00:14:01,12
2024-01-01T00:01:52,96
2024-01-01T01:58:47,16
2024-01-01T03:22:24,30
2024-01-01T03:45:26,97
2024-01-01T00:03:43,83
2024-01-01T02:27:40,72
2024-01-01T01:14:57,97
2024-01-01T03:55:16,28
2024-01-01T00:32:14,10
2024-01-01T00:37:10,49
2024-01-01T02:38:35,96
2024-01-01T01:10:36,75
2024-01-01T04:02:06,34
2024-01-01T03:16:12,39
2024-01-01T01:13:52,14
2024-01-01T01:12:33,69
2024-01-01T01:48:52,36
2024-01-01T02:58:38,95
2024-01-01T03:41:20,50
2024-01-01T00:27:40,16
2024-01-01T02:07:53,4
2024-01-01T00:46:23,48
2024-01-01T03:47:04,67
2024-01-01T01:11:38,73
2024-01-01T03:14:45,100
2024-01-01T01:21:40,85
2024-01-01T01:06:54,18
2024-01-01T03:33:31,55
2024-01-01T02:38:22,22
2024-01-01T02:44:08,75
2024-01-01T01:41:06,92
2024-01-01T02:35:51,31
2024-01-01T03:52:19,45
2024-01-01T00:06:06,72
2024-01-01T03:08:07,87
2024-01-01T01:14:40,16
2024-01-01T01:33:24,66
2024-01-01T02:43:05,51
2024-01-01T02:14:53,25
2024-01-01T00:44:38,59
2024-01-01T03:04:06,38
2024-01-01T02:11:55,4
2024-01-01T00:20:30,59
2024-01-01T04:03:54,15
2024-01-01T02:55:01,95
2024-01-01T03:22:34,95
2024-01-01T02:37:34,25
2024-01-01T02:22:02,87
2024-01-01T02:51:39,59
2024-01-01T01:32:41,77
2024-01-01T01:46:23,93
2024-01-01T02:19:00,77
2024-01-01T03:27:12,51
2024-01-01T02:33:15,54
2024-01-01T03:43:00,40
2024-01-01T02:54:56,87
2024-01-01T00:33:28,13
2024-01-01T00:17:50,64
2024-01-01T03:44:38,5
2024-01-01T00:18:11,94
2024-01-01T01:31:26,65
2024-01-01T01:34:23,31
2024-01-01T01:03:59,29
2024-01-01T03:08:53,39
2024-01-01T00:07:37,25
2024-01-01T02:31:55,90
2024-01-01T03:46:21,81
2024-01-01T03:52:37,63
2024-01-01T04:01:30,3
2024-01-01T02:18:17,99
2024-01-01T02:12:24,51
2024-01-01T02:34:49,93
2024-01-01T01:38:05,21
2024-01-01T03:13:50,14
2024-01-01T00:06:37,73
2024-01-01T01:28:54,36
2024-01-01T01:25:58,42
2024-01-01T02:32:21,46
2024-01-01T00:23:55,78
2024-01-01T02:31:47,20
2024-01-01T03:11:35,91
2024-01-01T00:19:52,1
2024-01-01T01:08:28,33
2024-01-01T03:54:08,23
2024-01-01T04:03:17,57
2024-01-01T01:41:45,80
2024-01-01T01:02:57,82
2024-01-01T03:43:21,5
2024-01-01T00:21:07,70
2024-01-01T02:13:10,100
2024-01-01T00:57:26,26
2024-01-01T02:47:45,82
2024-01-01T00:28:48,15
2024-01-01T01:29:54,33
2024-01-01T03:38:49,93
2024-01-01T00:37:51,60
2024-01-01T02:27:01,68
2024-01-01T01:27:36,59
2024-01-01T00:03:15,31
2024-01-01T01:32:14,35
2024-01-01T02:48:03,67
2024-01-01T01:29:47,44
2024-01-01T01:10:20,89
2024-01-01T01:35:07,39
2024-01-01T03:20:49,89
2024-01-01T03:58:42,17
2024-01-01T03:59:18,56
2024-01-01T03:10:58,14
2024-01-01T00:41:20,62
2024-01-01T01:16:12,77
2024-01-01T02:41:44,54
2024-01-01T01:27:56,70
2024-01-01T02:22:52,11
2024-01-01T02:16:37,31
2024-01-01T03:23:41,14
2024-01-01T02:18:44,35
2024-01-01T03:58:28,26
2024-01-01T00:47:24,72
2024-01-01T02:07:21,54
2024-01-01T03:35:26,20
2024-01-01T01:32:57,95
2024-01-01T01:44:31,28
2024-01-01T01:42:45,2
2024-01-01T00:28:28,84
2024-01-01T02:03:34,8
2024-01-01T01:31:00,38
2024-01-01T03:47:50,50
2024-01-01T02:01:10,19
2024-01-01T02:49:40,47
2024-01-01T01:20:23,3
2024-01-01T01:39:31,90
2024-01-01T02:26:29,59
2024-01-01T02:14:51,20
2024-01-01T03:06:37,53
2024-01-01T00:26:40,19
2024-01-01T03:35:39,20
2024-01-01T01:12:52,53
2024-01-01T02:02:09,14
2024-01-01T03:52:47,11
2024-01-01T00:03:01,88
2024-01-01T02:59:43,2
2024-01-01T02:22:20,4
2024-01-01T00:18:43,16
2024-01-01T01:10:10,15
2024-01-01T01:01:31,56
2024-01-01T00:32:25,64
2024-01-01T01:15:42,6
2024-01-01T02:13:03,63
2024-01-01T03:59:19,23
2024-01-01T00:06:55,82
2024-01-01T03:06:45,95
2024-01-01T03:08:40,47
2024-01-01T03:12:23,4
2024-01-01T03:45:01,20
2024-01-01T03:57:27,15
2024-01-01T03:55:31,84
2024-01-01T01:29:57,78
2024-01-01T00:20:13,80
2024-01-01T00:21:01,65
2024-01-01T03:13:37,24
2024-01-01T03:33:56,68
2024-01-01T04:07:32,30
2024-01-01T02:15:36,82
2024-01-01T00:07:35,23
2024-01-01T02:04:10,35
2024-01-01T02:42:14,60
2024-01-01T00:22:02,72
2024-01-01T01:48:29,95
2024-01-01T00:24:18,84
2024-01-01T03:00:51,10
2024-01-01T00:24:58,94
2024-01-01T00:30:16,95
2024-01-01T03:05:56,1
2024-01-01T02:40:33,35
2024-01-01T02:44:32,28
2024-01-01T03:17:18,57
2024-01-01T03:38:02,76
2024-01-01T01:00:14,55
2024-01-01T00:15:01,45
2024-01-01T03:44:13,98
2024-01-01T02:02:49,86
2024-01-01T02:53:56,40
2024-01-01T03:59:12,56
2024-01-01T01:01:44,46
2024-01-01T01:24:03,78
2024-01-01T02:16:09,18
2024-01-01T03:28:06,6
2024-01-01T01:47:11,35
2024-01-01T03:39:54,98
2024-01-01T02:51:06,45
2024-01-01T02:04:06,98
2024-01-01T02:02:21,16
2024-01-01T03:46:31,46
2024-01-01T03:49:19,37
2024-01-01T01:58:18,41
2024-01-01T03:17:39,88
2024-01-01T00:13:00,61
2024-01-01T01:29:53,35
2024-01-01T02:45:16,99
2024-01-01T00:48:45,100
2024-01-01T02:14:50,80
2024-01-01T02:50:07,32
2024-01-01T03:07:52,63
2024-01-01T01:28:50,63
2024-01-01T01:55:10,88
2024-01-01T03:25:53,46
2024-01-01T03:49:05,61
2024-01-01T02:49:39,18
2024-01-01T00:14:42,95
2024-01-01T01:29:30,14
2024-01-01T02:27:50,64
2024-01-01T01:39:20,22
2024-01-01T01:04:50,27
2024-01-01T00:55:36,3
2024-01-01T02:48:34,21
2024-01-01T03:38:29,69
2024-01-01T03:12:42,91
2024-01-01T01:04:27,70
2024-01-01T00:18:44,1
2024-01-01T03:45:29,5
2024-01-01T02:10:12,11
2024-01-01T02:51:43,59
2024-01-01T03:17:14,49
2024-01-01T00:15:05,77
2024-01-01T03:46:13,76
2024-01-01T03:08:51,36
2024-01-01T00:16:10,44
2024-01-01T00:11:34,79
2024-01-01T00:18:50,57
2024-01-01T03:36:51,23
2024-01-01T01:19:37,58
2024-01-01T03:46:05,33
2024-01-01T01:02:24,3
2024-01-01T01:22:42,26
2024-01-01T02:31:06,24
2024-01-01T03:00:30,71
2024-01-01T02:37:03,20
2024-01-01T04:05:08,34
2024-01-01T03:31:00,40
2024-01-01T00:26:43,45
2024-01-01T02:49:45,47
2024-01-01T01:17:54,2
2024-01-01T00:02:52,63
2024-01-01T00:37:28,12
2024-01-01T00:49:24,47
2024-01-01T01:42:59,41
2024-01-01T02:14:16,83
2024-01-01T01:31:56,68
2024-01-01T01:43:26,24
2024-01-01T03:26:58,55
2024-01-01T03:55:23,92
2024-01-01T02:17:42,42
2024-01-01T00:32:15,5
2024-01-01T01:09:55,58
2024-01-01T02:14:21,49
2024-01-01T02:22:57,7
2024-01-01T00:13:14,34
2024-01-01T01:58:12,26
2024-01-01T02:15:12,43
2024-01-01T03:19:48,93
2024-01-01T00:02:51,46
2024-01-01T03:13:09,95
2024-01-01T04:04:33,39
2024-01-01T01:25:03,87
2024-01-01T03:22:15,44
2024-01-01T03:47:06,88
2024-01-01T01:56:11,49
2024-01-01T03:12:53,77
2024-01-01T01:37:31,21
2024-01-01T02:48:04,44
2024-01-01T03:48:14,59
2024-01-01T03:58:47,61
2024-01-01T00:10:34,1
2024-01-01T00:19:56,78
2024-01-01T00:36:30,36
2024-01-01T02:44:33,83
2024-01-01T00:37:34,17
2024-01-01T01:54:19,92
2024-01-01T04:09:41,19
2024-01-01T03:19:26,9
2024-01-01T00:41:50,65
2024-01-01T03:22:21,30
2024-01-01T00:59:24,52
2024-01-01T01:05:54,99
2024-01-01T02:36:30,34
2024-01-01T01:58:29,86
2024-01-01T02:52:00,7
2024-01-01T03:45:20,87
2024-01-01T03:41:35,43
2024-01-01T02:22:53,3
2024-01-01T02:32:42,31
2024-01-01T00:03:09,17
2024-01-01T00:30:53,52
2024-01-01T00:19:55,64
2024-01-01T01:37:23,30
2024-01-01T02:01:09,3
2024-01-01T01:50:12,67
2024-01-01T02:23:34,100
2024-01-01T01:18:19,47
2024-01-01T00:53:53,80
2024-01-01T00:59:45,53
2024-01-01T03:29:48,52
2024-01-01T03:29:33,60
2024-01-01T01:00:31,34
2024-01-01T01:33:13,76
2024-01-01T01:00:45,98
2024-01-01T02:56:56,34
2024-01-01T03:17:12,50
2024-01-01T02:53:58,91
2024-01-01T02:00:07,52
2024-01-01T02:04:22,69
2024-01-01T03:11:33,74
2024-01-01T02:50:00,9
2024-01-01T03:29:28,42
2024-01-01T00:14:50,6
2024-01-01T00:15:07,3
2024-01-01T02:02:51,56
2024-01-01T03:16:27,36
2024-01-01T00:10:14,66
2024-01-01T00:50:54,96
2024-01-01T03:35:41,18
2024-01-01T00:19:48,90
2024-01-01T02:24:59,67
2024-01-01T03:43:14,19
2024-01-01T00:31:32,72
2024-01-01T00:54:01,45
2024-01-01T02:46:05,37
2024-01-01T00:30:55,17
2024-01-01T03:53:48,73
2024-01-01T01:39:47,45
2024-01-01T02:51:23,7
2024-01-01T01:08:15,71
2024-01-01T02:59:21,52
2024-01-01T03:30:58,42
2024-01-01T01:36:54,11
2024-01-01T03:18:21,15
2024-01-01T01:03:12,100
2024-01-01T03:22:58,3
2024-01-01T00:00:23,90
2024-01-01T02:33:24,24
2024-01-01T04:03:52,5
2024-01-01T03:28:18,48
2024-01-01T00:37:23,22
2024-01-01T02:31:44,32
2024-01-01T02:51:31,8
2024-01-01T03:11:48,96
2024-01-01T03:44:29,19
2024-01-01T03:54:09,74
2024-01-01T01:47:49,88
2024-01-01T00:51:42,43
2024-01-01T01:05:26,60
2024-01-01T01:30:19,42
2024-01-01T02:45:30,72
2024-01-01T01:18:41,21
2024-01-01T01:29:03,53
2024-01-01T02:25:32,51
2024-01-01T03:39:44,61
2024-01-01T03:41:28,9
2024-01-01T01:25:59,41
2024-01-01T02:24:24,99
2024-01-01T03:09:35,7
2024-01-01T04:06:21,21
2024-01-01T00:12:22,50
2024-01-01T00:21:26,36
2024-01-01T03:12:35,13
2024-01-01T03:27:45,62
2024-01-01T02:25:02,3
2024-01-01T02:19:04,100
2024-01-01T01:08:33,1
2024-01-01T02:06:51,89
2024-01-01T02:31:42,84
2024-01-01T00:09:57,98
2024-01-01T00:57:15,32
2024-01-01T03:44:16,21
2024-01-01T00:10:35,44
2024-01-01T03:57:15,78
2024-01-01T00:51:11,76
2024-01-01T02:28:13,1
2024-01-01T00:52:31,35
2024-01-01T03:39:32,28
2024-01-01T03:57:11,18
2024-01-01T02:50:25,10
2024-01-01T02:46:52,72
2024-01-01T02:18:53,22
2024-01-01T02:39:34,19
2024-01-01T02:06:10,59
2024-01-01T00:41:42,52
2024-01-01T03:48:47,62
2024-01-01T00:19:50,89
2024-01-01T00:01:18,63
2024-01-01T03:25:35,42
2024-01-01T02:13:20,34
2024-01-01T02:21:32,79
2024-01-01T02:40:51,45
2024-01-01T01:57:29,21
